0	10	10	8500
0.00905309	9.95202	-5.29973	8383.15
0.0181062	9.7662	-20.526	8270.15
0.0271593	9.4451	-35.4681	8167.23
0.0362124	8.99318	-49.9188	8080.08
0.0452655	8.4167	-63.6781	8013.5
0.0543186	7.72363	-76.5555	7971.18
0.0633717	6.92359	-88.3724	7955.44
0.0724247	6.02765	-98.9653	7967.17
0.0814778	5.04822	-108.187	8005.7
0.0905309	3.99886	-115.911	8068.92
0.099584	2.89412	-122.029	8153.33
0.108637	1.74929	-126.457	8254.28
0.11769	0.580235	-129.134	8366.18
0.126743	-0.59686	-130.021	8482.87
0.135796	-1.76569	-129.108	8597.89
0.144849	-2.91006	-126.407	8704.9
0.153903	-4.01412	-121.954	8797.99
0.162956	-5.06259	-115.813	8872.02
0.172009	-6.04093	-108.067	8922.9
0.181062	-6.9356	-98.8248	8947.83
0.190115	-7.7342	-88.2135	8945.42
0.199168	-8.42568	-76.3804	8915.81
0.208221	-9.00046	-63.4893	8860.64
0.217274	-9.45057	-49.7188	8782.95
0.226327	-9.76978	-35.2597	8687.02
0.23538	-9.95366	-20.3122	8578.17
0.244434	-9.99968	-5.0834	8462.39
0.253487	-9.9072	10.2158	8346.08
0.26254	-9.67749	25.3736	8235.66
0.271593	-9.31374	40.1799	8137.22
0.280646	-8.82098	54.4297	8056.21
0.289699	-8.20604	67.9255	7997.1
0.298752	-7.47745	80.4805	7963.14
0.307805	-6.64528	91.9208	7956.22
0.316858	-5.72107	102.088	7976.71
0.325911	-4.71761	110.841	8023.49
0.334964	-3.64882	118.059	8093.96
0.344018	-2.52948	123.641	8184.25
0.353071	-1.37511	127.511	8289.37
0.362124	-0.201686	129.615	8403.5
0.371177	0.974527	129.924	8520.36
0.38023	2.13724	128.433	8633.48
0.389283	3.27035	125.163	8736.63
0.398336	4.35817	120.159	8824.11
0.407389	5.38562	113.492	8891.08
0.416442	6.33847	105.252	8933.85
0.425495	7.20353	95.554	8950.06
0.434548	7.96881	84.5328	8938.82
0.443602	8.62372	72.3407	8900.74
0.452655	9.15918	59.1467	8837.92
0.461708	9.56778	45.1334	8753.84
0.470761	9.84385	30.4949	8653.14
0.479814	9.98358	15.4341	8541.38
0.488867	9.98502	0.159502	8424.72
0.49792	9.84816	-15.1173	8309.61
0.506973	9.5749	-30.1847	8202.41
0.516026	9.16901	-44.8341	8109.03
0.525079	8.63612	-58.8624	8034.63
0.534133	7.98362	-72.0754	7983.31
0.543186	7.22053	-84.2902	7957.92
0.552239	6.35743	-95.3374	7959.84
0.561292	5.40628	-105.064	7988.98
0.570345	4.38024	-113.336	8043.73
0.579398	3.29353	-120.037	8121.07
0.588451	2.16121	-125.076	8216.71
0.597504	0.998946	-128.383	8325.39
0.606557	-0.177152	-129.911	8441.11
0.61561	-1.3508	-129.64	8557.46
0.624663	-2.50573	-127.573	8668.04
0.633717	-3.62596	-123.74	8766.73
0.64277	-4.69596	-118.192	8848.09
0.651823	-5.70092	-111.007	8907.62
0.660876	-6.62692	-102.285	8942.04
0.669929	-7.46113	-92.1462	8949.44
0.678982	-8.19199	-80.7308	8929.42
0.688035	-8.80939	-68.1973	8883.09
0.697088	-9.30477	-54.7192	8812.99
0.706141	-9.67126	-40.4832	8723.01
0.715194	-9.90381	-25.6864	8618.11
0.724247	-9.99917	-10.5338	8504.08
0.733301	-9.95603	4.76462	8387.21
0.742354	-9.775	19.9971	8273.97
0.751407	-9.45857	34.9526	8170.6
0.76046	-9.01113	49.4239	8082.8
0.769513	-8.43888	63.2107	8015.44
0.778566	-7.74974	76.122	7972.22
0.787619	-6.95326	87.9789	7955.53
0.796672	-6.06047	98.6171	7966.29
0.805725	-5.08373	107.89	8003.92
0.814778	-4.03659	115.667	8066.33
0.823831	-2.93353	121.843	8150.07
0.832885	-1.78984	126.332	8250.53
0.841938	-0.621353	129.07	8362.15
0.850991	0.555736	130.021	8478.78
0.860044	1.72513	129.17	8593.97
0.869097	2.87062	126.531	8701.36
0.87815	3.97636	122.139	8795.03
0.887203	5.02702	116.055	8869.8
0.896256	6.00805	108.364	8921.55
0.905309	6.90586	99.1719	8947.42
0.914362	7.70802	88.6061	8945.97
0.923416	8.40342	76.8131	8917.29
0.932469	8.98242	63.9561	8862.97
0.941522	9.437	50.2132	8786
0.950575	9.76087	35.7749	8690.63
0.959628	9.94955	20.841	8582.13
0.968681	10.0004	5.61845	8466.48
0.977734	9.91276	-9.68191	8350.08
0.986787	9.68781	-24.8482	8239.35
0.99584	9.32867	-39.6703	8140.4
1.00489	8.84032	-53.9429	8058.7
1.01395	8.22952	-67.4683	7998.76
1.023	7.50474	-80.0593	7963.88
1.03205	6.67601	-91.5413	7955.99
1.04111	5.75481	-101.755	7975.54
1.05016	4.7539	-110.56	8021.43
1.05921	3.68714	-117.833	8091.14
1.06827	2.56931	-123.475	8180.81
1.07732	1.4159	-127.406	8285.5
1.08637	0.242869	-129.572	8399.43
1.09542	-0.933522	-129.944	8516.3
1.10448	-2.09698	-128.515	8629.66
1.11353	-3.2314	-125.307	8733.26
1.12258	-4.32106	-120.363	8821.37
1.13164	-5.35086	-113.752	8889.13
1.14069	-6.30655	-105.565	8932.79
1.14974	-7.17489	-95.9164	8949.96
1.1588	-7.94385	-84.939	8939.67
1.16785	-8.60278	-72.7851	8902.5
1.1769	-9.14256	-59.6231	8840.5
1.18596	-9.5557	-45.6352	8757.09
1.19501	-9.83648	-31.0152	8656.88
1.20406	-9.98102	-15.9657	8545.4
1.21311	-9.98731	-0.695006	8428.81
1.22217	-9.85527	14.5853	8313.54
1.23122	-9.58672	29.6636	8205.96
1.24027	-9.18539	44.331	8112
1.24933	-8.65683	58.3844	8036.86
1.25838	-8.00836	71.6291	7984.68
1.26743	-7.24898	83.8817	7958.35
1.27649	-6.38918	94.9724	7959.31
1.28554	-5.44089	104.748	7987.52
1.29459	-4.41724	113.072	8041.42
1.30365	-3.3324	119.83	8118.02
1.3127	-2.20141	124.929	8213.12
1.32175	-1.03992	128.297	8321.44
1.3308	0.135964	129.888	8437.01
1.33986	1.30997	129.68	8553.45
1.34891	2.46583	127.676	8664.34
1.35796	3.58754	123.903	8763.54
1.36702	4.65955	118.414	8845.59
1.37607	5.66703	111.285	8905.95
1.38512	6.59601	102.615	8941.28
1.39418	7.43363	92.5232	8949.65
1.40323	8.16829	81.1499	8930.58
1.41228	8.78981	68.6527	8885.13
1.42134	9.28958	55.2045	8815.81
1.43039	9.66068	40.9917	8726.44
1.43944	9.89797	26.2111	8621.97
1.44849	9.99817	11.0675	8508.15
1.45755	9.95988	-4.22944	8391.28
1.4666	9.78364	-19.4678	8277.8
1.47565	9.47188	-34.4365	8173.98
1.48471	9.02893	-48.9282	8085.55
1.49376	8.46092	-62.7422	8017.4
1.50281	7.77571	-75.6872	7973.29
1.51187	6.98281	-87.5838	7955.65
1.52092	6.09319	-98.2673	7965.46
1.52997	5.11917	-107.59	8002.17
1.53903	4.07424	-115.422	8063.76
1.54808	2.97288	-121.655	8146.83
1.55713	1.83035	-126.204	8246.79
1.56619	0.662461	-129.004	8358.13
1.57524	-0.514602	-130.018	8474.68
1.58429	-1.68454	-129.23	8590.03
1.59334	-2.83114	-126.653	8697.8
1.6024	-3.93853	-122.322	8792.05
1.61145	-4.99136	-116.296	8867.56
1.6205	-5.97506	-108.659	8920.16
1.62956	-6.876	-99.5174	8946.97
1.63861	-7.68171	-88.9973	8946.49
1.64766	-8.38101	-77.2445	8918.74
1.65672	-8.96422	-64.4218	8865.27
1.66577	-9.42328	-50.7068	8789.03
1.67482	-9.75181	-36.2894	8694.22
1.68388	-9.94527	-21.3694	8586.08
1.69293	-10.001	-6.15341	8470.58
1.70198	-9.91816	9.14781	8354.09
1.71103	-9.69797	24.3223	8243.06
1.72009	-9.34345	39.1599	8143.6
1.72914	-8.85951	53.4552	8061.21
1.73819	-8.25287	67.01	8000.45
1.74725	-7.53191	79.6366	7964.65
1.7563	-6.70662	91.1603	7955.81
1.76535	-5.78845	101.421	7974.4
1.77441	-4.7901	110.277	8019.41
1.78346	-3.7254	117.606	8088.34
1.79251	-2.6091	123.306	8177.39
1.80157	-1.45666	127.298	8281.65
1.81062	-0.284047	129.526	8395.36
